"Video Name","Video Description","Brightcove ID","Vertical Section","Verticals","Show","Season Number","Thumbnail","thePlatform guid","thePlatform PID","Geo Restriction","People","Keywords","Keywords Text","Categories","Transcript/quote","link","Longform","Date Created","Duration","Locales","Encoding","filename"
"King Arthur&#039;s Round Table Revealed: Trailer","Is the legend of King Arthur more than just a myth?","111602048001","","","King Arthur&#039;s Round Table Revealed","","<img src=""http://www.history.co.uk/shows/king-arthurs-round-table-revealed/videos/king-arthurs-round-table-revealed-trailer/thumbnail-120x90/thumbnail/22204771001_111644527001_ari-origin06-arc-127-1278950680922.jpg.jpg"" />","bc_111602048001","95EEUsibpmuX","All","","","","Video","","http://www.history.co.uk/shows/king-arthurs-round-table-revealed/videos/king-arthurs-round-table-revealed-trailer","No","12/07/2010 17:08","31.040","pl, ro","","",
"The Legend of King Arthur","What evidence is there that a figure like King Arthur did actually exist?","97817183001","","","King Arthur&#039;s Round Table Revealed","","<img src=""http://www.history.co.uk/shows/king-arthurs-round-table-revealed/videos/the-legend-of-king-arthur/thumbnail-120x90/thumbnail/22204771001_97835767001_ari-origin08-arc-92-1277221794591.jpg.jpg"" />","bc_97817183001","e7yn4F0tpKGy","All","","","","Video","","http://www.history.co.uk/shows/king-arthurs-round-table-revealed/videos/the-legend-of-king-arthur","No","23/06/2010 17:01","83.826","pl, ro","","",
"King Arthur&#039;s Round Table","What was King Arthur&#039;s Round Table based on?","97815227001","","","King Arthur&#039;s Round Table Revealed","","<img src=""http://www.history.co.uk/shows/king-arthurs-round-table-revealed/videos/king-arthurs-round-table/thumbnail-120x90/thumbnail/22204771001_97845911001_ari-origin05-arc-156-1277221619394.jpg.jpg"" />","bc_97815227001","qamvR2LDt_pm","All","","","","Video","","http://www.history.co.uk/shows/king-arthurs-round-table-revealed/videos/king-arthurs-round-table","No","23/06/2010 17:01","39.836","pl, ro","","",
"Life After People: Rubbish","The more people have to do with something, the longer it will last, which is not always a good thing. It&#039;s why some of the rubbish we generate will never disappear.","36873071001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-rubbish/thumbnail-120x90/thumbnail/22204771001_657281588001_ari-origin06-arc-168-1288699198720.jpg.jpg"" />","lap_trash","UifhZY0UUdN9","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-rubbish","No","02/11/2010 12:00","152.633","pl, ro","","",
"Life After People: Crypt of Civilisation: Trailer","Will our technology be the hieroglyphics of the future?","88102324001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-crypt-of-civilisation-trailer/thumbnail-120x90/thumbnail/22204771001_88645105001_ari-origin07-arc-176-1275045898309.jpg.jpg"" />","bc_88102324001","KIhEHM8_QJS0","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-crypt-of-civilisation-trailer","No","28/05/2010 12:33","31.034","pl, ro","","",
"Life After People: 10,000 Years After Humans","Watch what happens to a world after people, 10,000 years and beyond. We worry about oil reserves, but eventually we&#039;ll be part of them.","62949939001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-10000-years-after-humans/thumbnail-120x90/thumbnail/22204771001_77974025001_ari-origin05-arc-145-1271237951849.jpg.jpg"" />","History_Life_After_People_10000_Years_After_Humans_SF","37JDpiDaXe3k","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-10000-years-after-humans","No","14/04/2010 10:54","212.333","pl, ro","","",
"Life After People: Death of a Nation","America&#039;s most valuable symbols of freedom and democracy are no match for Mother Nature.","62952057001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-death-of-a-nation/thumbnail-120x90/thumbnail/22204771001_77960983001_ari-origin06-arc-124-1271237416955.jpg.jpg"" />","History_Life_After_People_Death_of_a_Nation_SF","GH6zDYpzJkGe","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-death-of-a-nation","No","14/04/2010 10:54","205.244","pl, ro","","",
"Life After People: American Pastimes","After people disappear, the only things still competing in these American ballparks are bats, vines and buckthorn.","62953581001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-american-pastime/thumbnail-120x90/thumbnail/22204771001_77960989001_ari-origin06-arc-94-1271237530146.jpg.jpg"" />","History_Life_After_People_American_Pastime_SF","jY_s1iB8l17M","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-american-pastime","No","14/04/2010 10:54","229.666","pl, ro","","",
"Life After People: Lost Art","There&#039;s no one left to preserve the world&#039;s artistic masterworks from caving in on themselves...or being eaten alive.","62960821001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-lost-art/thumbnail-120x90/thumbnail/22204771001_77968697001_ari-origin07-arc-171-1271237596573.jpg.jpg"" />","History_Life_After_People_Lost_Art_SF","i6Yxq1PildeB","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-lost-art","No","14/04/2010 10:54","223.300","pl, ro","","",
"Life After People: Shaky Bridges","Snapping cables send these once vital links of commerce crashing into the frigid waters below.","62949940001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-shaky-bridges/thumbnail-120x90/thumbnail/22204771001_77968700001_ari-origin07-arc-147-1271237722185.jpg.jpg"" />","History_Life_After_People_Shaky_Bridges_SF","aQHBi0NSDRb5","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-shaky-bridges","No","14/04/2010 10:54","245.033","pl, ro","","",
"Life After People: Tallest Buildings","Natural disasters and weakened steel flatten skylines across the globe.","62949927001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-tallest-buildings/thumbnail-120x90/thumbnail/22204771001_77972720001_ari-origin06-arc-172-1271238094528.jpg.jpg"" />","History_Life_After_People_Tallest_Buildings_SF","kono3QoSnZsY","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-tallest-buildings","No","14/04/2010 10:54","242.266","pl, ro","","",
"Life After People: Sea Vessels","Without humans to maintain them, ships can only remain afloat for so long.","62946983001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-sea-vessels/thumbnail-120x90/thumbnail/22204771001_77970222001_ari-origin08-arc-88-1271238297784.jpg.jpg"" />","History_Life_After_People_Sea_Vessels_SF","v5mNUq_F_Nth","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-sea-vessels","No","14/04/2010 10:54","231.066","pl, ro","","",
"Life After People: Manufacturing Facility, Detroit","In Detroit, an old manufacturing facility has lived a life after people for 40 years. It is exposed to the elements, with water being one of the most deadly. It&#039;s still standing, just about, but how long will it take to turn into a pile of rubble?","33344174001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-9-detroit/thumbnail-120x90/thumbnail/22204771001_33350610001_History-Life-After-People-EP9-Detroit-SF-small.jpg.jpg"" />","bc_33344174001","m9iNzULJQukq","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-9-detroit","No","13/08/2009 11:24","133.650","pl, ro","","",
"Life After People: Hurricane Katrina, New Orleans","When Hurricane Katrina swept through New Orleans four years ago, it destroyed several parts of the city. Amongst the wreckage is a basketball court. Once the focal point of the community, it nows acts as a focal point of life after people.","33345783001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-10-new-orleans/thumbnail-120x90/thumbnail/22204771001_33348252001_HIstory-Life-After-People-Ep110-New-Orleans-SF-small.jpg.jpg"" />","bc_33345783001","0jD_DYv_Lohp","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-10-new-orleans","No","13/08/2009 11:24","118.194","pl, ro","","",
"Life After People: Angkor Wat, Cambodia","This ancient Cambodian city has been uninhabited for 600 years and shows what nature can do when left to its own devices. But how will it fare when there are no humans at all to try and minimise the damage that the wild inflicts?","33331387001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-3-angkor-wat/thumbnail-120x90/thumbnail/22204771001_33346340001_History-Life-After-People-ep3-Angkor-Wat-Extended-SF-small.jpg.jpg"" />","bc_33331387001","ccg5E4UTedza","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-3-angkor-wat","No","13/08/2009 11:24","135.838","pl, ro","","",
"Life After People: Mining Town, Nevada","A bank in the desert of Nevada has been lying dormant for a century. It&#039;s falling apart, but some parts of the building have fared better than others - why?","33331386001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-4-heavy-metal/thumbnail-120x90/thumbnail/22204771001_33348211001_History-Life-After-People-ep4-Heavy-Metal-Extended-SF-small.jpg.jpg"" />","bc_33331386001","eEj4QcEy6JKF","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-4-heavy-metal","No","13/08/2009 11:24","140.797","pl, ro","","",
"Life After People: Coal Fire, Pennsylvania","A coal fire has been burning in Centralia for 25 years, and the people of the town have upped and left their homes because of it. What caused this fire? Will the residents ever return? And if so, what will they return to?","33345784001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-6-centralia/thumbnail-120x90/thumbnail/22204771001_33348210001_History-Life-After-People-ep6-Centralia-Extended-SF-small.jpg.jpg"" />","bc_33345784001","rMdzhrE16C3W","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-6-centralia","No","13/08/2009 11:24","140.914","pl, ro","","",
"Life After People: Amusement Park, Ohio","In a derelict amusement park in Ohio, things are not looking as fun as they once were. An elephant lies broken on the ground - don&#039;t worry, it&#039;s just a statue - but lies ahead for the rest of the park?","33331385001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-7-elephant/thumbnail-120x90/thumbnail/22204771001_33346020001_History-Life-After-People-ep7-Elephant-SF-small.jpg.jpg"" />","bc_33331385001","f3pCtmAn_Bkk","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-7-elephant","No","13/08/2009 11:24","105.746","pl, ro","","",
"Life After People: Tyneham, England","The town of Tyneham, England has been unoccupied since 1943. Once a thriving farm community in the nineteenth century, Tyneham now thrives only as an example for what life is like 65 years after people. What fate has been dealt to the quaint village?","33344175001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-5-tyneham/thumbnail-120x90/thumbnail/22204771001_33346021001_History-Life-After-People-ep5-Tyneham-Extended-SF-small.jpg.jpg"" />","bc_33344175001","_xVL0sZ9xV_d","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-5-tyneham","No","13/08/2009 11:24","125.331","pl, ro","","",
"Life After People: Hospital, North Brother Island","An old hospital that once housed the sick in North Brother Island is now looking more ill than the patients it held. In a bid to reclaim the land, nature is taking control. How long will it be before the entire building is no longer recognisable?","33334506001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-8-north-brother-island/thumbnail-120x90/thumbnail/22204771001_33348209001_History-Life-After-People-EP8-North-Brother-Island-SF-small.jpg.jpg"" />","bc_33334506001","iKWTkzwulWN_","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-8-north-brother-island","No","13/08/2009 11:24","108.794","pl, ro","","",
"Life After People: Gary, Indiana","What would life look like 30 years after people have left the planet? The ruins of steel town Gary, Indiana, gives us a disturbing glimpse into a future without us.","33344176001","","","Life After People","","<img src=""http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-2-gary-indiana/thumbnail-120x90/thumbnail/22204771001_33347230001_History-Life-After-People-ep2-Gary-Indiana-SF-small.jpg.jpg"" />","bc_33344176001","xSvwbiX9Wk5a","All","","","","Video","","http://www.history.co.uk/shows/life-after-people/series-1/videos/life-after-people-episode-2-gary-indiana","No","13/08/2009 11:24","126.379","pl, ro","","",
"Ancient Discoveries: New Series: Trailer","Watch the explosive new series of Ancient Discoveries.","88102322001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-trailer/thumbnail-120x90/thumbnail/22204771001_88644094001_ari-origin06-arc-150-1275046302053.jpg.jpg"" />","bc_88102322001","19xLPa6ZJS9n","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-trailer","No","28/05/2010 12:33","31.034","pl, ro","","",
"Rhombus","Dave Shaw creates a rhombus, an ancient Greek communications tool.","26195528001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-rhombus/thumbnail-120x90/thumbnail/22204771001_26204023001_th-22204771001-vid26196873001-img0000.jpg.jpg"" />","bc_26195528001","zOZ8lciYu5q8","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-rhombus","No","16/06/2009 12:46","186.910","pl, ro","","",
"Trebuchet","Dave Shaw builds a scale model of the granddaddy of all Medieval weapons, the trebuchet, a massive and deadly catapult.","26197809001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-trebuchet/thumbnail-120x90/thumbnail/22204771001_26203948001_th-22204771001-vid26199234001-img0000.jpg.jpg"" />","bc_26197809001","Jj3rtDsMiSMW","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-trebuchet","No","16/06/2009 12:46","394.059","pl, ro","","",
"Water Wheels","Find out how why water power was the electricity of ancient Rome.","23629509001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-water-wheels/thumbnail-120x90/thumbnail/22204771001_28599666001_asset-1246863128239.jpg.jpg"" />","bc_23629509001","vmMbMhCa9NLr","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-water-wheels","No","29/05/2009 5:45","120.346","pl, ro","","",
"Dicetower","Romans loved to gamble and loved to cheat, but the dicetower made sure they played a straight game. Dave Shaw shows us how to make one.","26197811001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-dicetower/thumbnail-120x90/thumbnail/22204771001_26204003001_th-22204771001-vid26199240001-img0000.jpg.jpg"" />","bc_26197811001","jxhPpDMhRYN8","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-dicetower","No","16/06/2009 12:46","238.997","pl, ro","","",
"The Sea","Ancient Discoveries","26195508001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries/thumbnail-120x90/thumbnail/22204771001_26203139001_th-22204771001-vid26196846001-img0000.jpg.jpg"" />","bc_26195508001","RoYMOe3y9w3_","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries","No","16/06/2009 12:46","187.354","pl, ro","","",
"Sun Dial","Ancient Discoveries Hobbyist: Sundial","26195525001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-sundial/thumbnail-120x90/thumbnail/22204771001_26203953001_th-22204771001-vid26196870001-img0000.jpg.jpg"" />","bc_26195525001","TqrpW_sEm3D4","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-sundial","No","16/06/2009 12:46","255.559","pl, ro","","",
"Orloss Flute","Ancient Discoveries Hobbyist: Prloss","26197810001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-prloss/thumbnail-120x90/thumbnail/22204771001_26203977001_th-22204771001-vid26199235001-img0000.jpg.jpg"" />","bc_26197810001","svbBi3OIDJgw","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-prloss","No","16/06/2009 12:46","248.506","pl, ro","","",
"Machaqital","The Aztecs kept working with stone while other cultures moved on to metal. Learn how an ancient Inca club sword is made.","26195531001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-machaqital/thumbnail-120x90/thumbnail/22204771001_26203207001_th-22204771001-vid26200213001-img0000.jpg.jpg"" />","bc_26195531001","mx0dLOQFL5Gv","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-machaqital","No","16/06/2009 12:46","298.399","pl, ro","","",
"Arrow","Dave Shaw turns fletcher as he shows us how to fashion a ten thousand year old weapon.","26195533001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-arrow/thumbnail-120x90/thumbnail/22204771001_26203981001_th-22204771001-vid26200215001-img0000.jpg.jpg"" />","bc_26195533001","ADeh_LHaqU9V","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-arrow","No","16/06/2009 12:46","276.666","pl, ro","","",
"Caligula&#039;s Dream","Caligula’s extravagance knew no bounds when it came to building his luxury ships, which were designed as enormous, floating palaces of pleasure.","23629508001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-caligulas-dream/thumbnail-120x90/thumbnail/22204771001_28719255001_asset-1246974318159.jpg.jpg"" />","bc_23629508001","6nUcw2Eq1oG5","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-caligulas-dream","No","29/05/2009 5:45","235.363","pl, ro","","",
"When Things Go Wrong","Go behind the scenes and find out why things don’t always go according to plan when you’re trying to recreate ancient history.","23630693001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-when-things-go-wrong/thumbnail-120x90/thumbnail/22204771001_26481939001_asset-1245152688969.jpg.jpg"" />","bc_23630693001","XeH_AxALEPdg","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-when-things-go-wrong","No","29/05/2009 5:45","117.106","pl, ro","","",
"Skytale","Learn a crafty way of sending encoded messages.","26194732001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-skytale/thumbnail-120x90/thumbnail/22204771001_26203201001_th-22204771001-vid26197274001-img0000.jpg.jpg"" />","bc_26194732001","FrSkuH0IR_18","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-skytale","No","16/06/2009 12:46","128.971","pl, ro","","",
"Mouth Bow","Dave Shaw makes ancient music with a mouth bow.","26194733001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-mouthbow/thumbnail-120x90/thumbnail/22204771001_26203204001_th-22204771001-vid26197277001-img0000.jpg.jpg"" />","bc_26194733001","K2onQYpx1XUm","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-hobbyist-mouthbow","No","16/06/2009 12:46","186.962","pl, ro","","",
"Flame Thrower","Ancient Discoveries reveals surprising truths about how advanced our ancestors were. Watch this clip to discover how flamethrowers were used by ancient armies.","23629510001","","","Ancient Discoveries","","<img src=""http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-flame-thrower/thumbnail-120x90/thumbnail/22204771001_26481943001_asset-1245152744940.jpg.jpg"" />","bc_23629510001","zci3lBD6c8ww","All","","","","Video","","http://www.history.co.uk/shows/ancient-discoveries/season-3/videos/ancient-discoveries-flame-thrower","No","29/05/2009 5:45","169.508","pl, ro","","",
"Seven Signs of the Apocalypse","Are the disasters of the past ten years signs of the Biblical apocalypse?","53095531001","","","Seven Signs of the Apocalypse","","<img src=""http://www.history.co.uk/shows/seven-signs-apocalypse/videos/seven-signs-of-the-apocalypse/thumbnail-120x90/thumbnail/22204771001_53114357001_th-53114196001.jpg.jpg"" />","bc_53095531001","ZqWY9_a8uezu","All","","","","Video","","http://www.history.co.uk/shows/seven-signs-apocalypse/videos/seven-signs-of-the-apocalypse","No","11/12/2009 16:53","95.555","pl, ro","","",
"Seven Signs of the Apocalypse: Asteroid","Could a massive asteroid spell the end of the Earth?","53066084001","","","Seven Signs of the Apocalypse","","<img src=""http://www.history.co.uk/shows/seven-signs-apocalypse/videos/seven-signs-of-the-apocalypse-asteroid/thumbnail-120x90/thumbnail/22204771001_56247528001_asset-1260540336480.jpg.jpg"" />","bc_53066084001","f5uV1v4x73yQ","All","","","","Video","","http://www.history.co.uk/shows/seven-signs-apocalypse/videos/seven-signs-of-the-apocalypse-asteroid","No","11/12/2009 16:53","161.306","pl, ro","","",
"Ghosts of the Abyss","In this unprecedented motion picture event, Academy AwardÂ® winning director and master storyteller James Cameron travels back to the site of his greatest inspiration â€“ the legendary wreck of the Titanic","75405052001","","","Ghosts of the Abyss","","<img src=""http://www.history.co.uk/shows/ghosts-of-the-abyss/videos/ghosts-of-the-abyss/thumbnail-120x90/thumbnail/22204771001_75442105001_wake19-165-1270114696197.jpg.jpg"" />","bc_75405052001","EEZ5IdkvFFMd","All","","","","Video","","http://www.history.co.uk/shows/ghosts-of-the-abyss/videos/ghosts-of-the-abyss","No","01/04/2010 10:56","122.462","pl, ro","","",
"How The Earth Was Made: Mountain Building","Some mountains were formed by volcanoes, but others appeared as if by magic. Amazing things happen when continents collide.","50898302001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-mountain-building/thumbnail-120x90/thumbnail/22204771001_50850691001_How-the-Earth-Was-Made-Mountain-Building-SF-small.jpg.jpg"" />","bc_50898302001","A3Et4j0JYAKW","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-mountain-building","No","22/12/2009 13:25","134.034","pl, ro","","",
"How The Earth Was Made: Hutton&#039;s Discovery","Modern geology was born in Scotland 200 years ago.","50895179001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-huttons-discovery/thumbnail-120x90/thumbnail/22204771001_58503331001_asset-1261488180239.jpg.jpg"" />","bc_50895179001","Z_7dW72omI6k","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-huttons-discovery","No","22/12/2009 13:25","152.241","pl, ro","","",
"How The Earth Was Made: Age of Earth","Our beautiful planet was once a hellish vision of fire, explosions and unimaginable heat.","50895180001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-age-of-earth/thumbnail-120x90/thumbnail/22204771001_58506754001_asset-1261488743898.jpg.jpg"" />","bc_50895180001","Bpa40wmGhntF","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-age-of-earth","No","22/12/2009 13:37","179.957","pl, ro","","",
"How The Earth Was Made: Oceans","Great balls of fire! How did Earth turn into a seething, fiery mass into the lush planet we know today?","50891567001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-oceans/thumbnail-120x90/thumbnail/22204771001_50845265001_How-the-Earth-Was-Made-Oceans-SF-small.jpg.jpg"" />","bc_50891567001","jxnDUXCLBtGz","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-oceans","No","22/12/2009 13:25","158.928","pl, ro","","",
"How The Earth Was Made: Swamp World","300 million years ago Earth was a world of dense, tropical swamp, without which we wouldn’t have coal.","50900599001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-swamp-world/thumbnail-120x90/thumbnail/22204771001_50845262001_How-the-Earth-Was-Made-Swamp-World-SF-small.jpg.jpg"" />","bc_50900599001","h5nXrXin_ou2","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-swamp-world","No","22/12/2009 13:25","156.734","pl, ro","","",
"How The Earth Was Made: Erosion","Some of the most spectacular locations on the planet were created by erosion and uplift.","50898303001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-erosion/thumbnail-120x90/thumbnail/22204771001_58506746001_asset-1261488303920.jpg.jpg"" />","bc_50898303001","_LIVBEViLK8X","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-erosion","No","22/12/2009 13:25","145.711","pl, ro","","",
"How The Earth Was Made: Life on Earth","You can find things living in the most extreme conditions all over the planet, which helps us to understand how life began billions of years ago.","29838943001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-life-on-earth/thumbnail-120x90/thumbnail/22204771001_29840304001_th-29840158001.jpg.jpg"" />","bc_29838943001","FrTisRXfB2Wm","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-life-on-earth","No","17/07/2009 16:38","98.433","pl, ro","","",
"How The Earth Was Made: Dinosaurs","An exciting new find reveals the skeleton of an enormous dinosaur that once roamed the jungles of Utah.","29831914001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-dinosaurs/thumbnail-120x90/thumbnail/22204771001_29840336001_th-29840355001.jpg.jpg"" />","bc_29831914001","mcIauP7gkTIW","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-dinosaurs","No","17/07/2009 16:38","104.520","pl, ro","","",
"How The Earth Was Made: Grand Canyon","The experts say that the Grand Canyon was formed by slow erosion, but are they right?","29838938001","","","How the Earth Was Made","","<img src=""http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-grand-canyon/thumbnail-120x90/thumbnail/22204771001_29839531001_th-29825396001.jpg.jpg"" />","bc_29838938001","6qXH0zx7FEhd","All","","","","Video","","http://www.history.co.uk/shows/how-the-earth-was-made/videos/how-the-earth-was-made-grand-canyon","No","17/07/2009 16:38","168.400","pl, ro","","",
"Clash of the Gods: Beowulf and Grendel","In Beowulf, the Anglo-Saxon epic poem, the hero faces insurmountable challenges against evil, starting with a battle against the monster Grendel.","62961408001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/battle-of-beowulf-and-grendel/thumbnail-120x90/thumbnail/1119379849_49789177001_History-Clash-Of-Gods-Beowulf-and-Grendel-SF-small.jpg.jpg"" />","History_Clash_Of_Gods_Beowulf_and_Grendel_SF","tq0yvbgofy5P","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/battle-of-beowulf-and-grendel","No","29/01/2010 11:39","233.800","pl, ro","","",
